id,pop,city,state,loc
30417,8724,CLAXTON,GA,"['-81.908032', ' 32.165009']"
30420,1482,COBBTOWN,GA,"['-82.133274', ' 32.264237']"
30421,1298,COLLINS,GA,"['-82.10948', ' 32.185228']"
30425,593,GARFIELD,GA,"['-82.085599', ' 32.600776']"
30426,1074,GIRARD,GA,"['-81.710581', ' 33.043689']"
30427,7702,GLENNVILLE,GA,"['-81.948313', ' 31.946708']"
30428,2319,GLENWOOD,GA,"['-82.675881', ' 32.157243']"
30434,7089,LOUISVILLE,GA,"['-82.383616', ' 33.016342']"
30436,8675,LYONS,GA,"['-82.307783', ' 32.171148']"
30438,955,MANASSAS,GA,"['-82.052925', ' 32.096551']"
30439,7744,METTER,GA,"['-82.060722', ' 32.401034']"
30441,1533,MIDVILLE,GA,"['-82.204181', ' 32.863794']"
30442,7700,MILLEN,GA,"['-81.961807', ' 32.787739']"
30445,3097,MOUNT VERNON,GA,"['-82.58672', ' 32.18398']"
30446,2296,NEWINGTON,GA,"['-81.532686', ' 32.588385']"
30450,3160,PORTAL,GA,"['-81.912257', ' 32.55504']"
30452,1655,REGISTER,GA,"['-81.872828', ' 32.338235']"
30453,6286,REIDSVILLE,GA,"['-82.147809', ' 32.054759']"
30454,160,ROCKLEDGE,GA,"['-82.747939', ' 32.391507']"
30455,1554,ROCKY FORD,GA,"['-81.741749', ' 32.656863']"
30456,1901,SARDIS,GA,"['-81.773039', ' 32.980946']"
30457,5996,SOPERTON,GA,"['-82.587098', ' 32.386861']"
30458,33469,STATESBORO,GA,"['-81.773956', ' 32.440841']"
30467,9991,HILTONIA,GA,"['-81.633394', ' 32.77627']"
30470,1181,TARRYTOWN,GA,"['-82.516933', ' 32.290623']"
30471,5531,TWIN CITY,GA,"['-82.197856', ' 32.612926']"
30473,1881,UVALDA,GA,"['-82.508879', ' 32.048271']"
30474,15396,VIDALIA,GA,"['-82.406724', ' 32.193408']"
30477,3376,WADLEY,GA,"['-82.402459', ' 32.874742']"
30501,22334,GAINESVILLE,GA,"['-83.825596', ' 34.307269']"
30504,10061,GAINESVILLE,GA,"['-83.879311', ' 34.272281']"
30506,22232,GAINESVILLE,GA,"['-83.888211', ' 34.356227']"
30507,13327,GAINESVILLE,GA,"['-83.771625', ' 34.25915']"
30510,4701,ALTO,GA,"['-83.601996', ' 34.459079']"
30511,3969,BALDWIN,GA,"['-83.529781', ' 34.456411']"
30512,11360,BLAIRSVILLE,GA,"['-83.992027', ' 34.876253']"
30513,4844,BLUE RIDGE,GA,"['-84.328087', ' 34.855523']"
30516,2082,BOWERSVILLE,GA,"['-83.048364', ' 34.399592']"
30517,3142,BRASELTON,GA,"['-83.781162', ' 34.138941']"
30518,24810,BUFORD,GA,"['-83.996459', ' 34.112373']"
30520,1393,CANON,GA,"['-83.126693', ' 34.347766']"
30521,4135,CARNESVILLE,GA,"['-83.279209', ' 34.394723']"
30522,2150,CHERRYLOG,GA,"['-84.443136', ' 34.773711']"
30523,8931,CLARKESVILLE,GA,"['-83.524304', ' 34.644993']"
30525,6700,CLAYTON,GA,"['-83.40655', ' 34.882569']"
30527,2336,CLERMONT,GA,"['-83.785311', ' 34.476091']"
30528,11036,CLEVELAND,GA,"['-83.749985', ' 34.583949']"
30529,8792,COMMERCE,GA,"['-83.448011', ' 34.213413']"
30531,7597,CORNELIA,GA,"['-83.54527', ' 34.520882']"
30533,15003,DAHLONEGA,GA,"['-83.979838', ' 34.529949']"
30534,10196,JUNO,GA,"['-84.103705', ' 34.394331']"
30535,3521,DEMOREST,GA,"['-83.569625', ' 34.575564']"
30537,328,SKY VALLEY,GA,"['-83.380113', ' 34.979659']"
30538,1478,EASTANOLLEE,GA,"['-83.258685', ' 34.50366']"
30539,314,EAST ELLIJAY,GA,"['-84.473062', ' 34.682636']"
30540,9672,ELLIJAY,GA,"['-84.481226', ' 34.677514']"
30541,1523,EPWORTH,GA,"['-84.441593', ' 34.944249']"
30542,9361,FLOWERY BRANCH,GA,"['-83.902407', ' 34.181893']"
30543,1585,GILLSVILLE,GA,"['-83.675681', ' 34.300148']"
30545,469,HELEN,GA,"['-83.739936', ' 34.686601']"
30546,5067,HIAWASSEE,GA,"['-83.7478', ' 34.937667']"
30547,2949,HOMER,GA,"['-83.497432', ' 34.356312']"
30548,3444,HOSCHTON,GA,"['-83.780253', ' 34.086578']"
30549,8795,JEFFERSON,GA,"['-83.570813', ' 34.106197']"
30552,338,LAKEMONT,GA,"['-83.403763', ' 34.761697']"
30553,5797,LAVONIA,GA,"['-83.112992', ' 34.452758']"
30554,3365,LULA,GA,"['-83.694459', ' 34.398513']"
30555,4720,MC CAYSVILLE,GA,"['-84.368294', ' 34.952212']"
30557,1601,MARTIN,GA,"['-83.168553', ' 34.515482']"
30558,4456,MAYSVILLE,GA,"['-83.584019', ' 34.273627']"
30559,2180,MINERAL BLUFF,GA,"['-84.254066', ' 34.934112']"
30560,2558,MORGANTON,GA,"['-84.211479', ' 34.871382']"
30563,2813,MOUNT AIRY,GA,"['-83.471272', ' 34.567825']"
30564,2126,MURRAYVILLE,GA,"['-83.894919', ' 34.434167']"
30565,3352,NICHOLSON,GA,"['-83.421031', ' 34.097016']"
30566,6584,OAKWOOD,GA,"['-83.894013', ' 34.237196']"
30567,1956,PENDERGRASS,GA,"['-83.663356', ' 34.179634']"
30568,1828,RABUN GAP,GA,"['-83.390122', ' 34.957552']"
30571,1504,SAUTEE NACOOCHEE,GA,"['-83.693116', ' 34.716245']"
30572,800,SUCHES,GA,"['-84.049582', ' 34.72529']"
30575,1153,TALMO,GA,"['-83.71872', ' 34.19506']"
30576,2454,TIGER,GA,"['-83.433317', ' 34.81741']"
30577,20324,TOCCOA,GA,"['-83.31144', ' 34.566474']"
30582,1687,YOUNG HARRIS,GA,"['-83.86882', ' 34.958791']"
30601,15661,ATHENS,GA,"['-83.363174', ' 33.976097']"
30605,33299,ATHENS,GA,"['-83.352508', ' 33.932097']"
30606,29839,ATHENS,GA,"['-83.418019', ' 33.946085']"
30607,7056,ATHENS,GA,"['-83.427761', ' 34.006978']"
30619,648,ARNOLDSVILLE,GA,"['-83.234137', ' 33.880338']"
30620,2181,BETHLEHEM,GA,"['-83.728227', ' 33.926116']"
30621,3620,BISHOP,GA,"['-83.477655', ' 33.808091']"
30622,7245,BOGART,GA,"['-83.50546', ' 33.934038']"
30624,2315,BOWMAN,GA,"['-83.028437', ' 34.19193']"
30625,1222,BUCKHEAD,GA,"['-83.343484', ' 33.536842']"
30627,2046,CARLTON,GA,"['-83.003827', ' 33.985217']"
30628,5943,COLBERT,GA,"['-83.21906', ' 34.038246']"
30629,3134,COMER,GA,"['-83.121978', ' 34.088776']"
30630,2883,CRAWFORD,GA,"['-83.189319', ' 33.909533']"
30631,1915,CRAWFORDVILLE,GA,"['-82.887234', ' 33.570801']"
30633,7119,DANIELSVILLE,GA,"['-83.275841', ' 34.170799']"
30634,1138,DEWY ROSE,GA,"['-82.940894', ' 34.172052']"
30635,15503,ELBERTON,GA,"['-82.844765', ' 34.108202']"
30641,1031,GOOD HOPE,GA,"['-83.594952', ' 33.761346']"
30642,6206,GREENSBORO,GA,"['-83.170192', ' 33.563682']"
30643,14886,HARTWELL,GA,"['-82.929576', ' 34.357124']"
30646,5142,HULL,GA,"['-83.311029', ' 34.04781']"
30648,1712,LEXINGTON,GA,"['-83.085809', ' 33.879913']"
30650,8855,MADISON,GA,"['-83.461781', ' 33.594681']"
30655,18405,MONROE,GA,"['-83.707221', ' 33.808141']"
30660,1137,PHILOMATH,GA,"['-82.909975', ' 33.783593']"
30662,8836,ROYSTON,GA,"['-83.140614', ' 34.277793']"
30663,2161,RUTLEDGE,GA,"['-83.602302', ' 33.616316']"
30666,3758,STATHAM,GA,"['-83.5893', ' 33.960233']"
30667,1069,STEPHENS,GA,"['-83.115902', ' 33.771471']"
30668,2293,DANBURG,GA,"['-82.695558', ' 33.883294']"
30669,3561,UNION POINT,GA,"['-83.087913', ' 33.634544']"
30673,7699,WASHINGTON,GA,"['-82.742912', ' 33.726541']"
30677,7723,WATKINSVILLE,GA,"['-83.408043', ' 33.854247']"
30678,1596,WHITE PLAINS,GA,"['-83.090845', ' 33.484338']"
30680,16981,WINDER,GA,"['-83.711473', ' 33.998544']"
30683,3056,WINTERVILLE,GA,"['-83.290645', ' 33.954253']"
30701,22017,CALHOUN,GA,"['-84.934545', ' 34.496456']"
30705,22271,CHATSWORTH,GA,"['-84.794293', ' 34.758929']"
30707,13545,CHICKAMAUGA,GA,"['-85.322136', ' 34.857963']"
30708,978,CISCO,GA,"['-84.717382', ' 34.847405']"
30710,5052,COHUTTA,GA,"['-84.945801', ' 34.932635']"
30711,2901,CRANDALL,GA,"['-84.764533', ' 34.941225']"
30720,20680,DALTON,GA,"['-84.987477', ' 34.76352']"
30721,36051,DALTON,GA,"['-84.933871', ' 34.77922']"
30725,2775,FLINTSTONE,GA,"['-85.352443', ' 34.925162']"
30728,16287,LA FAYETTE,GA,"['-85.260212', ' 34.692008']"
30730,2585,LYERLY,GA,"['-85.403826', ' 34.402958']"
30731,3222,CLOUDLAND,GA,"['-85.459723', ' 34.570909']"
30733,1589,PLAINVILLE,GA,"['-85.031204', ' 34.41447']"
30734,2015,RANGER,GA,"['-84.727018', ' 34.540361']"
30735,2926,HILL CITY,GA,"['-84.916251', ' 34.591996']"
30736,25360,RINGGOLD,GA,"['-85.154908', ' 34.92052']"
30738,4036,RISING FAWN,GA,"['-85.471078', ' 34.853491']"
30739,4181,ROCK SPRING,GA,"['-85.241481', ' 34.806534']"
30740,6029,ROCKY FACE,GA,"['-85.056143', ' 34.774456']"
30741,18436,ROSSVILLE,GA,"['-85.296785', ' 34.953481']"
30742,14807,FORT OGLETHORPE,GA,"['-85.242812', ' 34.964082']"
30746,1340,SUGAR VALLEY,GA,"['-85.026048', ' 34.551929']"
30747,10748,SUMMERVILLE,GA,"['-85.336224', ' 34.485899']"
30750,2818,LOOKOUT MOUNTAIN,GA,"['-85.379384', ' 34.933512']"
30752,7930,TRENTON,GA,"['-85.517118', ' 34.901681']"
30753,5963,TRION,GA,"['-85.311156', ' 34.54679']"
30755,6947,TUNNEL HILL,GA,"['-85.046815', ' 34.854129']"
30757,586,WILDWOOD,GA,"['-85.430456', ' 34.977911']"
30802,2255,APPLING,GA,"['-82.285631', ' 33.627088']"
30803,836,AVERA,GA,"['-82.514965', ' 33.140997']"
30805,297,BLYTHE,GA,"['-82.203044', ' 33.294088']"
30808,4632,DEARING,GA,"['-82.395512', ' 33.40702']"
30809,12788,EVANS,GA,"['-82.139775', ' 33.541194']"
30810,1649,GIBSON,GA,"['-82.576591', ' 33.247097']"
30813,13283,GROVETOWN,GA,"['-82.240937', ' 33.476622']"
30814,4318,HARLEM,GA,"['-82.309659', ' 33.417007']"
30815,27838,HEPHZIBAH,GA,"['-82.088689', ' 33.343328']"
30816,135,KEYSVILLE,GA,"['-82.183368', ' 33.17191']"
30817,7028,LINCOLNTON,GA,"['-82.443481', ' 33.777335']"
30818,607,MATTHEWS,GA,"['-82.286747', ' 33.217582']"
30820,708,MITCHELL,GA,"['-82.681654', ' 33.20515']"
30821,882,NORWOOD,GA,"['-82.735575', ' 33.478921']"
30822,549,PERKINS,GA,"['-81.869573', ' 32.905747']"
30823,884,STAPLETON,GA,"['-82.459704', ' 33.189423']"
30824,15487,THOMSON,GA,"['-82.494204', ' 33.477363']"
30828,4091,WARRENTON,GA,"['-82.63568', ' 33.40914']"
30830,12213,WAYNESBORO,GA,"['-81.990797', ' 33.101254']"
30833,4782,WRENS,GA,"['-82.380962', ' 33.210397']"
30901,24496,AUGUSTA,GA,"['-81.972959', ' 33.460084']"
30904,30408,AUGUSTA,GA,"['-82.013078', ' 33.47374']"
30905,9260,FORT GORDON,GA,"['-82.139179', ' 33.419032']"
30906,58646,PEACH ORCHARD,GA,"['-82.038358', ' 33.402024']"
30907,42573,MARTINEZ,GA,"['-82.099505', ' 33.511692']"
30909,32202,FOREST HILLS,GA,"['-82.060439', ' 33.480932']"
31001,1991,ABBEVILLE,GA,"['-83.306845', ' 31.96484']"
31002,2880,ADRIAN,GA,"['-82.569508', ' 32.563505']"
31003,1099,ALLENTOWN,GA,"['-83.189796', ' 32.653829']"
31005,5095,BONAIRE,GA,"['-83.604736', ' 32.546037']"
31006,4731,BUTLER,GA,"['-84.234308', ' 32.572597']"
31007,1672,BYROMVILLE,GA,"['-83.899128', ' 32.185192']"
31008,8205,POWERSVILLE,GA,"['-83.762244', ' 32.647384']"
31009,1501,CADWELL,GA,"['-83.026767', ' 32.317395']"
31011,1954,CHAUNCEY,GA,"['-83.050804', ' 32.083532']"
31012,1517,CHESTER,GA,"['-83.174029', ' 32.398152']"
31014,11373,COCHRAN,GA,"['-83.322886', ' 32.398066']"
31015,18662,CORDELE,GA,"['-83.783507', ' 31.956625']"
31016,2501,CULLODEN,GA,"['-84.045628', ' 32.830078']"
31017,2221,DANVILLE,GA,"['-83.303298', ' 32.593017']"
31018,2032,DAVISBORO,GA,"['-82.622738', ' 32.944296']"
31019,1705,DEXTER,GA,"['-83.052771', ' 32.435639']"
31020,3702,DRY BRANCH,GA,"['-83.495105', ' 32.70499']"
31021,32030,EAST DUBLIN,GA,"['-82.90368', ' 32.547794']"
31022,966,DUDLEY,GA,"['-83.089918', ' 32.525879']"
31023,11744,EASTMAN,GA,"['-83.185959', ' 32.208425']"
31024,13086,EATONTON,GA,"['-83.36277', ' 33.312723']"
31025,934,ELKO,GA,"['-83.730388', ' 32.333648']"
31028,2764,CENTERVILLE,GA,"['-83.676773', ' 32.634375']"
31029,8959,FORSYTH,GA,"['-83.936209', ' 33.050764']"
31030,14027,FORT VALLEY,GA,"['-83.888727', ' 32.54956']"
31031,5415,STEVENS POTTERY,GA,"['-83.320416', ' 32.909212']"
31032,8781,GRAY,GA,"['-83.539951', ' 33.017177']"
31033,1193,HADDOCK,GA,"['-83.431219', ' 33.051888']"
31035,1737,HARRISON,GA,"['-82.71593', ' 32.842007']"
31036,9154,HAWKINSVILLE,GA,"['-83.494763', ' 32.277834']"
31037,1526,HELENA,GA,"['-82.91782', ' 32.078093']"
31038,811,ROUND OAK,GA,"['-83.687092', ' 33.179994']"
31041,1924,IDEAL,GA,"['-84.148149', ' 32.393022']"
31042,447,IRWINTON,GA,"['-83.173963', ' 32.808849']"
31044,3953,JEFFERSONVILLE,GA,"['-83.385896', ' 32.741096']"
31045,1105,JEWELL,GA,"['-82.732803', ' 33.328754']"
31046,687,JULIETTE,GA,"['-83.823529', ' 33.119412']"
31047,563,KATHLEEN,GA,"['-83.61284', ' 32.467218']"
31049,1196,KITE,GA,"['-82.527361', ' 32.707833']"
31050,2134,KNOXVILLE,GA,"['-83.943011', ' 32.64724']"
31052,6992,LIZELLA,GA,"['-83.825009', ' 32.777316']"
31054,3295,MC INTYRE,GA,"['-83.203953', ' 32.84679']"
31055,4906,MC RAE,GA,"['-82.887665', ' 32.043529']"
31057,2008,MARSHALLVILLE,GA,"['-83.943478', ' 32.452003']"
31058,319,MAUK,GA,"['-84.399906', ' 32.509016']"
31060,1627,MILAN,GA,"['-83.058845', ' 31.961797']"
31061,39173,MILLEDGEVILLE,GA,"['-83.237943', ' 33.079958']"
31063,6160,MONTEZUMA,GA,"['-84.004139', ' 32.302615']"
31064,5328,MONTICELLO,GA,"['-83.714049', ' 33.311797']"
31065,587,MONTROSE,GA,"['-83.160119', ' 32.561867']"
31066,121,MUSELLA,GA,"['-84.045591', ' 32.820228']"
31068,2951,OGLETHORPE,GA,"['-84.082991', ' 32.284186']"
31069,13945,PERRY,GA,"['-83.728258', ' 32.46051']"
31070,917,PINEHURST,GA,"['-83.720853', ' 32.196692']"
31071,1154,PINEVIEW,GA,"['-83.515835', ' 32.090728']"
31072,1278,PITTS,GA,"['-83.55788', ' 31.942533']"
31075,3037,RENTZ,GA,"['-82.913987', ' 32.363834']"
31076,2455,REYNOLDS,GA,"['-84.101134', ' 32.55411']"
31077,1449,RHINE,GA,"['-83.19831', ' 32.011303']"
31078,2803,ROBERTA,GA,"['-84.045114', ' 32.722152']"
31079,2585,ROCHELLE,GA,"['-83.444978', ' 31.949119']"
31081,208,RUPERT,GA,"['-84.273753', ' 32.432524']"
31082,10459,DEEPSTEP,GA,"['-82.816934', ' 32.986972']"
31085,1606,SHADY DALE,GA,"['-83.704031', ' 33.401353']"
31087,8908,DEVEREUX,GA,"['-82.985948', ' 33.265516']"
31088,34526,WARNER ROBINS,GA,"['-83.641578', ' 32.593365']"
31089,3696,TENNILLE,GA,"['-82.840024', ' 32.9063']"
31090,1129,TOOMSBORO,GA,"['-83.084427', ' 32.821895']"
31091,2623,UNADILLA,GA,"['-83.74467', ' 32.255766']"
31092,4689,VIENNA,GA,"['-83.792198', ' 32.091291']"
31093,27107,WARNER ROBINS,GA,"['-83.639466', ' 32.636839']"
31094,1188,WARTHEN,GA,"['-82.803899', ' 33.125455']"
31096,5755,WRIGHTSVILLE,GA,"['-82.726206', ' 32.721866']"
31097,1188,YATESVILLE,GA,"['-84.159253', ' 32.915592']"
31098,3228,ROBINS A F B,GA,"['-83.58775', ' 32.60958']"
31201,31882,HUBER,GA,"['-83.598686', ' 32.84386']"
31204,38186,MACON,GA,"['-83.676634', ' 32.842393']"
31206,42528,WILSON AIRPORT,GA,"['-83.682303', ' 32.780758']"
31210,31255,MACON,GA,"['-83.745537', ' 32.892565']"
31211,16668,MACON,GA,"['-83.602062', ' 32.886905']"
31301,3075,ALLENHURST,GA,"['-81.618577', ' 31.774059']"
31302,3297,BLOOMINGDALE,GA,"['-81.308465', ' 32.117654']"
31303,400,CLYO,GA,"['-81.30857', ' 32.512646']"
31304,2362,CRESCENT,GA,"['-81.389219', ' 31.49675']"
31305,3067,DARIEN,GA,"['-81.431175', ' 31.382574']"
31308,1309,ELLABELL,GA,"['-81.498302', ' 32.127304']"
31309,548,FLEMING,GA,"['-81.423165', ' 31.864477']"
31312,4025,GUYTON,GA,"['-81.389593', ' 32.31399']"
31313,42962,HINESVILLE,GA,"['-81.607214', ' 31.851296']"
31314,0,FORT STEWART,GA,"['-81.440489', ' 31.979085']"
31316,6139,LUDOWICI,GA,"['-81.745315', ' 31.770477']"
31319,672,MERIDIAN,GA,"['-81.423915', ' 31.411068']"
31320,4486,MIDWAY,GA,"['-81.390897', ' 31.801803']"
31321,6571,PEMBROKE,GA,"['-81.553341', ' 32.157088']"
31322,4036,POOLER,GA,"['-81.251958', ' 32.114931']"
31323,1737,RICEBORO,GA,"['-81.467134', ' 31.735696']"
31324,7455,RICHMOND HILL,GA,"['-81.294026', ' 31.896152']"
31326,14502,RINCON,GA,"['-81.287777', ' 32.235632']"
31327,120,SAPELO ISLAND,GA,"['-81.267933', ' 31.421948']"
31328,3106,TYBEE ISLAND,GA,"['-80.850938', ' 32.006797']"
31329,6761,STILLWELL,GA,"['-81.326435', ' 32.4121']"
31331,2413,TOWNSEND,GA,"['-81.418204', ' 31.567339']"
31401,37544,SAVANNAH,GA,"['-81.102394', ' 32.067631']"
31404,33927,STATE COLLEGE,GA,"['-81.068704', ' 32.044178']"
31405,28739,SAVANNAH,GA,"['-81.124192', ' 32.039119']"
31406,34024,SAVANNAH,GA,"['-81.097893', ' 31.988993']"
31407,2883,PORT WENTWORTH,GA,"['-81.162891', ' 32.148075']"
31408,12548,GARDEN CITY,GA,"['-81.168181', ' 32.109245']"
31409,3509,SAVANNAH,GA,"['-81.158371', ' 32.002104']"
31410,15808,SAVANNAH,GA,"['-80.983859', ' 32.016188']"
31411,4707,SAVANNAH,GA,"['-81.038074', ' 31.926801']"
31419,32901,M M,GA,"['-81.177387', ' 31.985149']"
31501,33068,OKEFENOKEE,GA,"['-82.364512', ' 31.219686']"
31510,9566,ALMA,GA,"['-82.4633', ' 31.546525']"
31512,2853,AMBROSE,GA,"['-82.997637', ' 31.536712']"
31513,14099,BAXLEY,GA,"['-82.348643', ' 31.783663']"
31516,9612,BLACKSHEAR,GA,"['-82.261708', ' 31.293063']"
31518,996,BRISTOL,GA,"['-82.249594', ' 31.40278']"
31519,2915,BROXTON,GA,"['-82.904954', ' 31.648426']"
31520,21343,GLYNCO,GA,"['-81.493045', ' 31.169652']"
31522,12924,SAINT SIMONS ISL,GA,"['-81.382421', ' 31.16916']"
31525,27079,BRUNSWICK,GA,"['-81.511365', ' 31.230411']"
31527,1150,JEKYLL ISLAND,GA,"['-81.41281', ' 31.074049']"
31532,1457,DENTON,GA,"['-82.720146', ' 31.745842']"
31533,19607,DOUGLAS,GA,"['-82.846468', ' 31.497287']"
31537,6486,FOLKSTON,GA,"['-82.011617', ' 30.850838']"
31539,10577,HAZLEHURST,GA,"['-82.590947', ' 31.860569']"
31542,3481,HOBOKEN,GA,"['-82.183847', ' 31.183777']"
31543,968,HORTENSE,GA,"['-81.959561', ' 31.319949']"
31544,905,JACKSONVILLE,GA,"['-82.975003', ' 31.848079']"
31545,17180,JESUP,GA,"['-81.88706', ' 31.604326']"
31548,8781,KINGSLAND,GA,"['-81.707483', ' 30.797681']"
31549,2036,LUMBER CITY,GA,"['-82.707312', ' 31.925124']"
31550,794,MANOR,GA,"['-82.574173', ' 31.108829']"
31551,365,MERSHON,GA,"['-82.216995', ' 31.478279']"
31552,500,MILLWOOD,GA,"['-82.644148', ' 31.250566']"
31553,3158,NAHUNTA,GA,"['-81.972212', ' 31.182652']"
31554,3615,NICHOLLS,GA,"['-82.603207', ' 31.449812']"
31555,2851,ODUM,GA,"['-81.994301', ' 31.699916']"
31557,2355,PATTERSON,GA,"['-82.127444', ' 31.390338']"
31558,15655,SAINT MARYS,GA,"['-81.565211', ' 30.773467']"
31560,2325,SCREVEN,GA,"['-82.039742', ' 31.516846']"
31563,1643,SURRENCY,GA,"['-82.198218', ' 31.648931']"
31565,331,WAVERLY,GA,"['-81.56967', ' 31.042672']"
31566,3248,WAYNESVILLE,GA,"['-81.803928', ' 31.244792']"
31567,1940,WEST GREEN,GA,"['-82.756417', ' 31.592271']"
31568,892,WHITE OAK,GA,"['-81.808237', ' 31.034037']"
31569,4508,WOODBINE,GA,"['-81.678313', ' 30.943692']"
31601,32232,CLYATTVILLE,GA,"['-83.277166', ' 30.810578']"
31602,32292,BEMISS,GA,"['-83.273299', ' 30.890268']"
31620,9661,ADEL,GA,"['-83.421346', ' 31.125143']"
31622,1675,ALAPAHA,GA,"['-83.21321', ' 31.394027']"
31624,912,AXSON,GA,"['-82.731945', ' 31.303455']"
31625,895,BARNEY,GA,"['-83.521934', ' 31.007424']"
31626,2808,BOSTON,GA,"['-83.797085', ' 30.785547']"
31629,1462,DIXIE,GA,"['-83.67918', ' 30.772213']"
31630,502,DU PONT,GA,"['-82.855518', ' 30.999996']"
31631,560,FARGO,GA,"['-82.580056', ' 30.716587']"
31632,6921,HAHIRA,GA,"['-83.357366', ' 30.941593']"
31634,5098,COGDELL,GA,"['-82.743103', ' 31.044991']"
31635,4289,LAKELAND,GA,"['-83.088859', ' 31.038107']"
31636,4491,LAKE PARK,GA,"['-83.175293', ' 30.690615']"
31637,1993,LENOX,GA,"['-83.448135', ' 31.266405']"
31638,3416,MORVEN,GA,"['-83.449796', ' 30.893733']"
31639,8396,NASHVILLE,GA,"['-83.231946', ' 31.207379']"
31641,1110,NAYLOR,GA,"['-83.122368', ' 30.89846']"
31642,3590,PEARSON,GA,"['-82.859096', ' 31.310583']"
31643,8028,QUITMAN,GA,"['-83.556748', ' 30.779699']"
31645,1859,RAY CITY,GA,"['-83.214283', ' 31.08247']"
31646,2010,SAINT GEORGE,GA,"['-82.083367', ' 30.559161']"
31647,1772,SPARKS,GA,"['-83.447586', ' 31.178984']"
31648,1269,STATENVILLE,GA,"['-82.979863', ' 30.725503']"
31649,1242,STOCKTON,GA,"['-83.013944', ' 31.022865']"
31650,1704,WILLACOOCHEE,GA,"['-83.044931', ' 31.345481']"
31701,25698,ALBANY,GA,"['-84.161923', ' 31.567783']"
31704,1306,MARINE CORPS LOG,GA,"['-84.050812', ' 31.550099']"
31705,35997,BRIDGEBORO,GA,"['-84.090089', ' 31.550851']"
31707,36439,ALBANY,GA,"['-84.211834', ' 31.578908']"
31709,23590,GEORGIA SOUTHWES,GA,"['-84.224729', ' 32.07077']"
31711,984,ANDERSONVILLE,GA,"['-84.10101', ' 32.129907']"
31712,1349,ARABI,GA,"['-83.72856', ' 31.862923']"
31713,1402,ARLINGTON,GA,"['-84.72572', ' 31.445597']"
31714,6047,ASHBURN,GA,"['-83.660775', ' 31.705877']"
31715,3131,ATTAPULGUS,GA,"['-84.486008', ' 30.750639']"
31716,2566,BACONTON,GA,"['-84.11345', ' 31.387804']"
31717,17739,BAINBRIDGE,GA,"['-84.573975', ' 30.897865']"
31723,8405,BLAKELY,GA,"['-84.935285', ' 31.371854']"
31724,799,BLUFFTON,GA,"['-84.877175', ' 31.556189']"
31725,2877,BRINSON,GA,"['-84.667112', ' 30.960957']"
31726,1075,BRONWOOD,GA,"['-84.359389', ' 31.821591']"
31728,15393,CAIRO,GA,"['-84.196246', ' 30.892462']"
31729,1442,CALVARY,GA,"['-84.32267', ' 30.747036']"
31730,9207,CAMILLA,GA,"['-84.229683', ' 31.219915']"
31733,2425,CHULA,GA,"['-83.550864', ' 31.543855']"
31734,1764,CLIMAX,GA,"['-84.443217', ' 30.85731']"
31735,881,COBB,GA,"['-83.958087', ' 31.961708']"
31736,359,COLEMAN,GA,"['-84.874471', ' 31.656831']"
31737,6277,COLQUITT,GA,"['-84.730896', ' 31.161871']"
31738,1970,COOLIDGE,GA,"['-83.875245', ' 30.985908']"
31740,5708,CUTHBERT,GA,"['-84.788874', ' 31.769073']"
31741,1534,DAMASCUS,GA,"['-84.720047', ' 31.341528']"
31742,8731,GRAVES,GA,"['-84.430782', ' 31.759846']"
31743,112,DE SOTO,GA,"['-84.027101', ' 31.950186']"
31744,1738,DOERUN,GA,"['-83.925316', ' 31.313647']"
31745,7468,DONALSONVILLE,GA,"['-84.887024', ' 30.981801']"
31746,1711,EDISON,GA,"['-84.745626', ' 31.564979']"
31749,2223,ENIGMA,GA,"['-83.355157', ' 31.373599']"
31750,16245,FITZGERALD,GA,"['-83.249534', ' 31.724769']"
31751,2565,FORT GAINES,GA,"['-85.039375', ' 31.646353']"
31754,1415,GEORGETOWN,GA,"['-85.071137', ' 31.884763']"
31756,285,HARTSFIELD,GA,"['-83.970364', ' 31.217316']"
31759,1542,IRON CITY,GA,"['-84.796632', ' 30.994728']"
31760,1887,IRWINVILLE,GA,"['-83.401708', ' 31.654238']"
31761,1918,JAKIN,GA,"['-84.994845', ' 31.175064']"
31762,1017,LEARY,GA,"['-84.509486', ' 31.505924']"
31763,14641,LEESBURG,GA,"['-84.159263', ' 31.681161']"
31764,1273,LESLIE,GA,"['-84.07834', ' 31.953952']"
31765,1705,MEIGS,GA,"['-84.082375', ' 31.062536']"
31766,883,MORGAN,GA,"['-84.617798', ' 31.556557']"
31767,850,SPRINGVALE,GA,"['-85.057251', ' 31.823432']"
31768,34351,MOULTRIE,GA,"['-83.764089', ' 31.179244']"
31770,3615,NEWTON,GA,"['-84.441107', ' 31.313426']"
31771,301,NORMAN PARK,GA,"['-83.94044', ' 31.069128']"
31772,149,OAKFIELD,GA,"['-83.97059', ' 31.779768']"
31773,2665,OCHLOCKNEE,GA,"['-84.0326', ' 30.959407']"
31774,5784,OCILLA,GA,"['-83.256542', ' 31.592944']"
31775,2154,OMEGA,GA,"['-83.593936', ' 31.360432']"
31777,886,PARROTT,GA,"['-84.501152', ' 31.872016']"
31778,3573,PAVO,GA,"['-83.740856', ' 30.940142']"
31779,7123,PELHAM,GA,"['-84.156367', ' 31.127233']"
31780,3377,PLAINS,GA,"['-84.358638', ' 32.033908']"
